query,gold,group,ans_dense,ans_bm25,ans_hybrid,ans_threshold,ans_aurora,trust_score,decision,r1_dense,r1_bm25,r1_hybrid,r1_threshold,r1_aurora,r2_dense,r2_bm25,r2_hybrid,r2_threshold,r2_aurora,rL_dense,rL_bm25,rL_hybrid,rL_threshold,rL_aurora,abstained_threshold,abstained_aurora
"Explain the difference between ischemic and hemorrhagic stroke, and provide an example of a risk factor unique to each type.","Ischemic strokes occur when there is a blockage or clot in a blood vessel supplying the brain, leading to insufficient blood flow and oxygen delivery to the affected area. This can result in ischemic cell death (infarction) of brain tissue. Common risk factors for ischemic strokes include hypertension, atrial fibrillation, diabetes, and smoking. Hemorrhagic strokes, on the other hand, result from the rupture of a blood vessel, leading to bleeding inside or around the brain. This can cause swelling, increased intracranial pressure, and damage to surrounding brain tissue. Risk factors for hemorrhagic stroke include hypertension, aneurysms, and arteriovenous malformations (AVMs).",Mental health,"Ischemic strokes occur when there is a blockage or clot in a blood vessel supplying the brain, leading to insufficient blood flow and oxygen delivery to the affected area. Common risk factors for ischemic strokes include hypertension, atrial fibrillation, diabetes, and smoking. Hemorrhagic strokes, on the other hand, result from the rupture of a blood. vessel, causing bleeding inside or around the brain. This can cause swelling, increased intracranial pressure, and damage to surrounding brain tissue.",The two main types of stroke are ischemic (is-KE-mik) and hemorrhagic (hem-ah-RAJ-ik). Ischemic is the more common type of stroke. Hemorrhagic stroke occurs when a blood vessel in the brain ruptures.,"Ischemic strokes occur when there is a blockage or clot in a blood vessel supplying the brain, leading to insufficient blood flow and oxygen delivery to the affected area. Hemorrhagic strokes, on the other hand, result from the rupture of a blood. vessel, causing bleeding inside or around the brain. This can cause swelling, increased intracranial pressure, and damage to surrounding brain tissue.",Insufficient evidence available to answer reliably.,"Ischemic strokes occur when there is a blockage or clot in a blood vessel supplying the brain, leading to insufficient blood flow and oxygen delivery to the affected area. Hemorrhagic strokes, on the other hand, result from the rupture of a blood. vessel, causing bleeding inside or around the brain. This can cause swelling, increased intracranial pressure, and damage to surrounding brain tissue.",0.3686,escalate,0.8522727272727272,0.3382352941176471,0.7607361963190183,0.0,0.7607361963190183,0.8275862068965517,0.08955223880597014,0.732919254658385,0.0,0.732919254658385,0.8522727272727272,0.1911764705882353,0.7607361963190183,0.0,0.7607361963190183,1,0
What is the diaphragm's role in breathing?,"Inhalation and exhalation are the processes by which the body brings in oxygen and expels carbon dioxide. The breathing process is aided by a large dome-shaped muscle under the lungs called the diaphragm. When you breathe in, the diaphragm contracts downward, creating a vacuum that causes a rush of fresh air into the lungs. The opposite occurs with exhalation, where the diaphragm relaxes upwards, pushing on the lungs, allowing them to deflate.",Gastritis and Child Health Issues,"When used correctly with spermicide, a diaphragm or cap is 92-96% effective at preventing pregnancy. However, it's important to note that it does not provide reliable protection against sexually transmitted infections or STIs. About 25 percent of individuals with congenital diaphradmatic hernia that is not associated with a known syndrome also have abnormalities of one or more body systems.","High-pitched, squeaky sound: Called stridor or laryngomalacia, this is a sound very young babies make when breathing in. It is caused by excess tissue around the larynx and is typically harmless. Deep cough: A blockage in the large bronchi (divisions of the trachea) makes a deep cough.","The breathing process is aided by a large dome-shaped muscle under the lungs called the diaphragm. It's a small, flexible cup made of silicone or latex that goes inside the vagina to block sperm from reaching an egg. It has very few risks and can be up to 94% effective.","The breathing process is aided by a large dome-shaped muscle under the lungs called the diaphragm. It's a small, flexible cup made of silicone or latex that goes inside the vagina to block sperm from reaching an egg. It has very few risks and can be up to 94% effective.",Insufficient evidence available to answer reliably.,0.1108,insufficient,0.1492537313432836,0.2809917355371901,0.368,0.368,0.0,0.0,0.033613445378151266,0.26016260162601623,0.26016260162601623,0.0,0.0746268656716418,0.1487603305785124,0.336,0.336,0.0,0,1
Are there symptoms of bronchial adenoma?,"You may not have any symptoms at first, because carcinoid tumors and some other types of bronchial adenomas grow slowly. Which kinds of symptoms you eventually get depends on where the cancer is located.",Gastritis and Child Health Issues,"Carcinoid tumor symptoms include: Cough, sometimes with blood Wheezing Shortness of breath Chest pain Flushing of the face Infections such as pneumonia Adenoid cystic carcinoma symptoms include a Lump on the roof of the mouth, under the tongue, or in the bottom of the mouths. Mucoepidermoid carcinoma Symptoms include: Swelling in the glands near your ears, under your lower jaw or in your mouth Numbness or weakness of your face Pain in your face",Most bronchial adenomas are cancer and can spread to other parts of the body. Adenoid cystic carcinoma usually starts in the salivary glands in the mouth and throat. Radiation can cause side effects such as: Fatigue and skin redness.,"Carcinoid tumor symptoms include: Cough, sometimes with blood Wheezing Shortness of breath Chest pain Flushing of the face. Adenoid cystic carcinoma symptoms include a lump on the roof of the mouth. Mucoepidermoid carcinoma Symptoms include: Swelling in the glands near your ears, under your lower jaw, or in your mouth Numbness or weakness of your face Pain in your face.",Insufficient evidence available to answer reliably.,"bronchial adenoma symptoms include: Cough, sometimes with blood Wheezing Shortness of breath Chest pain Flushing of the face Infections such as pneumonia Adenoid cystic carcinoma Symptoms include: Lump on the roof of the mouth, under the tongue, or in the bottom of the mouths. Mucoepidermoid carcinoma symptoms: Swelling in the glands near your ears, under your lower jaw or in your mouth Numbness or weakness of your face.",0.262,escalate,0.14814814814814817,0.19178082191780824,0.1702127659574468,0.0,0.15686274509803924,0.018867924528301886,0.028169014084507043,0.02173913043478261,0.0,0.02,0.12962962962962965,0.1095890410958904,0.14893617021276595,0.0,0.11764705882352942,1,0
What pain relievers are used to treat a migraine with aura?,"Over-the-counter pain-relievers like aspirin, acetaminophen, or a non-steroidal anti-inflammatory drugs ( NSAIDs), such as ibuprofen or naproxen, may help. Your doctor can prescribe larger doses of NSAIDs. ( Do not use aspirin in anyone under the age of 19.)",General Medical Conditions and Treatments,"When you're having a migraine with aura, stay in a quiet, dark room. Try cold compresses or pressure on the painful areas. Over-the-counter pain-relievers like aspirin, acetaminophen, or a non-steroidal anti-inflammatory drugs ( NSAIDs), such as ibuprofen or naproxen, may help.","Nonsteroidal anti-inflammatory drugs ( NSAIDs), including aspirin, may carry a risk of bleeding and miscarriage if taken near the time of conception. There is a dual risk of addiction in both mothers and babies if they are used for prolonged periods of time. Triptans work specifically on the migraine pain pathway.","Over-the-counter pain-relievers like aspirin, acetaminophen, or a non-steroidal anti-inflammatory drugs ( NSAIDs), such as ibuprofen or naproxen, may help. CGRP inhibitors are a new class of preventive medicine that your doctor may recommend if other medicines don't help.","Over-the-counter pain-relievers like aspirin, acetaminophen, or a non-steroidal anti-inflammatory drugs ( NSAIDs), such as ibuprofen or naproxen, may help. CGRP inhibitors are a new class of preventive medicine that your doctor may recommend if other medicines don't help.","Over-the-counter pain-relievers like aspirin, acetaminophen, or a non-steroidal anti-inflammatory drugs ( NSAIDs), such as ibuprofen or naproxen, may help. CGRP inhibitors are a new class of preventive medicine that your doctor may recommend if other medicines don't help.",0.344,escalate,0.5681818181818181,0.3010752688172043,0.611764705882353,0.611764705882353,0.611764705882353,0.5116279069767442,0.06593406593406592,0.5542168674698796,0.5542168674698796,0.5542168674698796,0.5227272727272727,0.17204301075268816,0.5882352941176471,0.5882352941176471,0.5882352941176471,0,0
What are the symptoms of HPV in men?,"Other types of HPV virus rarely cause cancer in men, but they do cause genital warts. Genital warts are the first symptom you may see with low-risk HPV strains that cause warts but not cancer.",Gastritis and Child Health Issues,"Genital warts are the first symptom you may see with low-risk HPV strains that cause warts but not cancer. In men, the warts may appear on the penis, scrotum, or around the anus. For men, there's no reliable test that can find the virus responsible for genital warts.","HPV infection can increase a man's risk of getting genital cancers. HPV can also cause genital warts in men, just as in women. The types of high-risk HPV that can cause cancer rarely present any symptoms in men. There is no treatment for HPV infection in men when no symptoms are present.","Genital warts are the first symptom you may see with low-risk HPV strains that cause warts but not cancer. Warts are single bumps, or clusters of bumps that look sort of like cauliflower. HPV can also cause cervical cancer. Symptoms of cervical cancer include: Bleeding between periods or after menopause.",Insufficient evidence available to answer reliably.,"Genital warts are the first symptom you may see with low-risk HPV strains that cause warts but not cancer. Warts are single bumps, or clusters of bumps that look sort of like cauliflower. HPV can also cause cervical cancer. Symptoms of cervical cancer include: Bleeding between periods or after menopause.",0.3248,escalate,0.5813953488372093,0.4222222222222222,0.5747126436781609,0.0,0.5747126436781609,0.5238095238095237,0.13636363636363635,0.44705882352941173,0.0,0.44705882352941173,0.46511627906976744,0.24444444444444444,0.4597701149425288,0.0,0.4597701149425288,1,0
What is the difference between open radical prostatectomy versus a minimally invasive radical prostatectomy?,"In 2009, researchers in Boston reported on a study that compared outcomes, benefits, and complications of open surgery vs. minimally invasive surgery: No difference was found in deaths or in the need for additional cancer therapy between the two approaches. The median hospital stay was two days for minimally invasive surgery and three days for open surgery. 2.7% of men having laparoscopic surgery required a blood transfusion compared with 20.8% of men having open surgery. There was more anastomotic stricture -- narrowing of the suture where internal body parts are rejoined -- for open surgery (14%) than for minimally invasive surgery (5.8%). There were fewer respiratory complications with minimally invasive surgery (4.3%) than with open surgery (6.6%). There were lower rates of incontinence and erectile dysfunction with open surgery. The overall rate was 4.7% for laparoscopic surgery and 2.1% for open surgery.",Chemotherapy and Cancer Treatments,No difference was found in deaths or in the need for additional cancer therapy between the two approaches. The median hospital stay was two days for minimally invasive surgery and three days for open surgery. Laparoscopic surgery may not be suitable for all patients or conditions. Open surgery has the advantage of allowing direct access to the surgical site.,"Surgeons choose from two different approaches to reach and remove the prostate. One is a traditional approach known as open prostatectomy. The other, more recent approach is minimally invasive. Laparoscopic prostate surgery is performed with the aid of a small camera. It can take weeks or months for urinary and sexual function to return.","A radical prostatectomy is the surgical removal of your prostate gland. This treatment is an option for curing prostate cancer that has not spread beyond the prostate or has notspread very far. Like any operation, this surgery carries some risks, such as urinary incontinence and erectile dysfunction.",Insufficient evidence available to answer reliably.,"A radical prostatectomy is the surgical removal of your prostate gland. This treatment is an option for curing prostate cancer that has not spread beyond the prostate or has notspread very far. Like any operation, this surgery carries some risks, such as urinary incontinence and erectile dysfunction.",0.403,escalate,0.4174757281553398,0.1990049751243781,0.13402061855670103,0.0,0.13402061855670103,0.35294117647058826,0.010050251256281407,0.03125,0.0,0.03125,0.4077669902912621,0.12935323383084577,0.10309278350515465,0.0,0.10309278350515465,1,0
Can getting out of your routine trigger a migraine?,"Migraine headaches can sometimes happen when you get out of your normal routine, like if you: Are away from the structure of work and everyday life, even if it's for a vacation Drink more or less coffee or tea than usual Get too much or too little sleep",Gastritis and Child Health Issues,"Some types of sleeping tablets, the combined contraceptive pill, and hormone replacement therapy (HRT) are known to trigger migraines. Some possible migraine triggers include stress, certain foods, and hormonal changes. Keeping a migraine diary can help identify your specific triggers. A migraine headache itself can cause stress, which in turn triggers more headaches.",A CT scan or an MRI of your head can show signs of a stroke. Tests of your heart and the blood vessels in your neck can rule out symptoms caused by blood clots. Swallowing a lot of air may also trigger them or set off similar tummy symptoms.,"Migraine headaches can sometimes happen when you get out of your normal routine. Some stressful situations that may trigger your migraine are: Tension at work, unemployment, financial problems, or childhood trauma. Besides head pain, migraine can make you sensitive to light, noise, and smells.","Migraine headaches can sometimes happen when you get out of your normal routine. Some stressful situations that may trigger your migraine are: Tension at work, unemployment, financial problems, or childhood trauma. Besides head pain, migraine can make you sensitive to light, noise, and smells.","Migraine headaches can sometimes happen when you get out of your normal routine. Medicine can help prevent some headaches, but it doesn't always work. Skipping meals can trigger migraines, so eat regularly. Too much or not enough sleep can also bring on a headache.",0.3098,escalate,0.21568627450980393,0.20408163265306123,0.3870967741935484,0.3870967741935484,0.425531914893617,0.02,0.020833333333333332,0.2637362637362637,0.2637362637362637,0.30434782608695654,0.09803921568627452,0.12244897959183673,0.3440860215053763,0.3440860215053763,0.3829787234042553,0,0
What are the common types of cancer that affect the eyes?,"The common types of cancer that affect the eyes include eye melanoma, squamous cell carcinoma, lymphoma, and retinoblastoma - a childhood cancer. References: - https://www.nhs.uk/conditions/eye-cancer/",Mental health,"Around 850 cases of eye cancer are diagnosed in the UK each year. The most common eye cancer in children is retinoblastoma, which starts in the cells of the retina. Treatment for eye cancer varies by type and by how advanced it is. It may include surgery, radiation therapy, freezing or heat therapy, or laser therapy.","Mouth cancer is categorized by the type of cell the cancer (carcinoma) starts to grow in. Squamous cell carcinoma is the most common type, accounting for 9 out of 10 cases. The common types of hernia are inguinal, femoral, umbilical, hiatus, incisional, spigelian, diaphragmatic, and muscle hernias.","The most common eye cancer in children is retinoblastoma, which starts in the cells of the retina. Treatment for eye cancer varies by the type and by how advanced it is. It may include surgery, radiation therapy, freezing or heat therapy, or laser therapy.","The most common eye cancer in children is retinoblastoma, which starts in the cells of the retina. Treatment for eye cancer varies by the type and by how advanced it is. It may include surgery, radiation therapy, freezing or heat therapy, or laser therapy.","The most common eye cancer in children is retinoblastoma, which starts in the cells of the retina. Treatment for eye cancer varies by the type and by how advanced it is. It may include surgery, radiation therapy, freezing or heat therapy, or laser therapy.",0.5827,escalate,0.3764705882352941,0.2894736842105263,0.35616438356164387,0.35616438356164387,0.35616438356164387,0.024096385542168672,0.13513513513513511,0.02816901408450704,0.02816901408450704,0.02816901408450704,0.16470588235294117,0.21052631578947364,0.1917808219178082,0.1917808219178082,0.1917808219178082,0,0
What is the GP carers register?,"If your GP's surgery has a carers register, ask to be added. If your GP knows you're a carer, they can keep an eye on your health and you'll have someone to speak to in confidence about how you're feeling. References: - https://www.nhs.uk/conditions/social-care-and-support-guide/caring-for-children-and-young-people/how-to-care-for-children-with-complex-needs/",Awareness and Support,"If your GP's surgery has a carers register, ask to be added. If your GP knows you're a carer, they can keep an eye on your health and you'll have someone to speak to in confidence about how you're feeling. You do not need to be registered with a GP to use this service.",The NHS Organ Donor Register is a registry where people can sign up to donate their organs after they die. The Carers UK helpline offers help and advice for carers. AngelmanUK is a charity that provides information and support for parents and carers of people with Angelman syndrome.,"If your GP's surgery has a carers register, ask to be added. If your GP knows you're a carer, they can keep an eye on your health. The NHS Organ Donor Register allows members of the public to register their details online or by calling the NHS Donor Line.",Insufficient evidence available to answer reliably.,"If your GP's surgery has a carers register, ask to be added. If your GP knows you're a carer, they can keep an eye on your health. You should register your baby with your GP as early as possible in case you need their help.",0.5768,escalate,0.7401574803149606,0.30769230769230765,0.5166666666666667,0.0,0.5862068965517242,0.688,0.017391304347826087,0.4745762711864407,0.0,0.4912280701754386,0.7244094488188977,0.188034188034188,0.5166666666666667,0.0,0.5689655172413792,1,0
How does pre-eclampsia affect the baby?,"Babies of some women with pre-eclampsia may grow more slowly in the womb than normal. This is because the condition reduces the amount of nutrients and oxygen passed from the mother to her baby. These babies are often smaller than usual, particularly if the pre-eclampsia occurs before 37 weeks. If pre-eclampsia is severe, a baby may need to be delivered before they're fully developed. References: - https://www.nhs.uk/conditions/pre-eclampsia/complications/",Awareness and Support,"Babies of some women with pre-eclampsia may grow more slowly in the womb than normal. This is because the condition reduces the amount of nutrients and oxygen passed from the mother to her baby. These babies are often smaller than usual, particularly if the condition occurs before 37 weeks.",The main sign of pre-eclampsia in the unborn baby is slow growth. This is caused by poor blood supply through the placenta. This can affect the baby's development and may be picked up during antenatal appointments. Drinking alcohol during pregnancy can cause long-term harm to the baby.,"Babies of some women with pre-eclampsia may grow more slowly in the womb than normal. This is because the condition reduces the amount of nutrients and oxygen passed from the mother to her baby. These babies are often smaller than usual, particularly if the condition occurs before 37 weeks.","Babies of some women with pre-eclampsia may grow more slowly in the womb than normal. This is because the condition reduces the amount of nutrients and oxygen passed from the mother to her baby. These babies are often smaller than usual, particularly if the condition occurs before 37 weeks.","Babies of some women with pre-eclampsia may grow more slowly in the womb than normal. This is because the condition reduces the amount of nutrients and oxygen passed from the mother to her baby. These babies are often smaller than usual, particularly if the condition occurs before 37 weeks.",0.2679,escalate,0.7874015748031497,0.31496062992125984,0.7874015748031497,0.7874015748031497,0.7874015748031497,0.752,0.048,0.752,0.752,0.752,0.7716535433070867,0.2047244094488189,0.7716535433070867,0.7716535433070867,0.7716535433070867,0,0
